v1,v2
ham,kkwhat are detail you want to transferacc no enough
ham,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month
spam,loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help
ham,si si i think ill go make those oreo truffles
ham,look at amy ure a beautiful intelligent woman and i like u a lot i know u dont like me like that so dont worry
ham,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl
ham,120 that call cost which i guess isnt bad miss ya need ya want ya love ya
ham,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe
ham,where did u go my phone is gonna die you have to stay in here
ham,great never been better each day gives even more reasons to thank god
spam,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available
ham,sorry ill call later ok bye
ham,ok i am on the way to railway
ham,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night 
ham,they dont put that stuff on the roads to keep it from getting slippery over there
ham,when are you going to ride your bike
ham,yup no need ill jus wait 4 e rain 2 stop
ham,there are many company tell me the language
spam,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm
ham,how long has it been since you screamed princess
ham,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network by txting moan to 69888nyt ec2a 31pmsg150p
ham,nice line said by a broken heart plz dont cum 1 more times infront of me other wise once again i ll trust u good 9t
ham,ok im gonna head up to usf in like fifteen minutes
ham,love you aathilove u lot
ham,tension ahwhat machiany problem
ham,k can i pick up another 8th when youre done
ham,whenre you guys getting back g said you were thinking about not staying for mcr
ham,almost there see u in a sec
ham,yo carlos a few friends are already asking me about you you working at all this weekend
ham,watching tv lor
ham,thank you baby i cant wait to taste the real thing
ham,you should change your fb to jaykwon thuglyfe falconerf
ham,if we win its really no 1 side for long time
spam,free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com
ham,dear reached railway what happen to you
ham,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2
ham,i think ive fixed it can you send a test message
ham,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
ham,sorryin meeting ill call later
ham,what class of  ltgt  reunion
ham,are you free nowcan i call now
ham,got meh when
ham,nope think i will go for it on monday sorry i replied so late
ham,some of them told accenture is not confirm is it true
ham,kate jackson rec center before 7ish right
ham,dear i have reache room
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose
ham,when can  come out
ham,check with nuerologist
ham,lolnice i went from a fish to water
spam,123 congratulations  in this weeks competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm
ham,no its waiting in e car dats bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat
ham,maybe westshore or hyde park village the place near my house
ham,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need
ham,whats the significance
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
ham,8 at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try
ham,prabhaim sorydarealyfrm heart im sory
ham,lol ok your forgiven 
ham,nojst change tat only
spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,sno competition for him
spam,boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more
spam,your credits have been topped up for httpwwwbubbletextcom your renewal pin is tgxxrz
ham,that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri 
ham,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now
ham,but thats on ebay it might be less elsewhere
ham,shall i come to get pickle
ham,were gonna go get some tacos
ham,thats very rude you on campus
spam,urgent your mobile no was awarded a 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729755 box95qu
ham,hi i wont b ard 4 christmas but do enjoy n merry xmas
spam,todays offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 300 sub 16  unsub reply x
ham,yes how is a pretty lady like you single
spam,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750
ham,jay says that youre a doublefaggot
spam,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104 
ham,what todaysundaysunday is holidayso no work
ham,gudnitetcpractice going on
ham,ill be late
ham,ive not called you in a while this is hoping it was l8r malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day
ham,good afternoon my love how goes that day  i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea
ham,probably gonna be here for a while see you later tonight lt
ham,or maybe my fat fingers just press all these buttons and it doesnt know what to do
ham,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
ham,i am in tirupur da once you started from office call me
spam,from wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
ham,a famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  married
